iter	MAE
190	0.8086630023
191	0.8082775704
192	0.8078253692
193	0.8073031108
194	0.8069561193
195	0.8065788464
196	0.8061860353
197	0.8055563465
198	0.8051017936
199	0.80463202
200	0.804287493
201	0.8036950419
202	0.8032097742
203	0.8026057716
204	0.8018809887
205	0.8013345442
206	0.8007971614
207	0.8004209151
208	0.8001805005
209	0.7999173371
210	0.7994922461
211	0.7992677097
212	0.7986967946
213	0.7981380726
214	0.7977059516
215	0.7973604738
216	0.796719911
217	0.7964215221
218	0.7959921085
219	0.7953683934
220	0.7949915895
221	0.7944257175
222	0.7938256217
223	0.7934021884
224	0.7931233446
225	0.7927917446
226	0.7924997003
227	0.7923755315
228	0.7918871341
229	0.7915589452
230	0.7909118424
231	0.7906160532
232	0.7900528634
233	0.7895600621
234	0.7892835026
235	0.7889561509
236	0.7886426228
237	0.7884032334
238	0.7879293013
239	0.7873326152
240	0.7870105976
241	0.7864411542
242	0.786102295
243	0.7859646943
244	0.7854338618
245	0.785126775
246	0.7849022352
247	0.7843424586
248	0.7841346877
249	0.783843351
250	0.7836289862
251	0.7830746425
252	0.7825120413
253	0.782155983
254	0.7819050855
255	0.7813641786
256	0.7810701342
257	0.7806187964
258	0.7804047687
259	0.7799805762
260	0.7797528602
261	0.7794311581
262	0.7791727817
263	0.7790556939
264	0.7784714285
265	0.7779688962
266	0.7775860074
267	0.7774328142
268	0.7770763005
269	0.7768901887
270	0.7767158312
271	0.7764455169
272	0.7763084437
273	0.7760011336
274	0.7758621619
275	0.7755424138
276	0.7753683323
277	0.7749240787
278	0.7747847696
279	0.7745083461
280	0.774115145
281	0.7735773911
282	0.773232664
283	0.7729066803
284	0.7725306094
285	0.7720417153
286	0.7717513811
287	0.7714879279
288	0.7712607633
289	0.7707096926
290	0.7705277977
291	0.7701292004
292	0.7699677175
293	0.7694988985
294	0.7692789863
295	0.7689024378
296	0.7682350011
297	0.7677304803
298	0.7673550253
299	0.7669978185
300	0.7665120816
301	0.7663705092
302	0.7662753851
303	0.7660236273
304	0.7655025924
305	0.7651824353
306	0.7649556268
307	0.7646638983
308	0.7641728807
309	0.763991344
310	0.7637282155
311	0.7632245538
312	0.7626903582
313	0.7623114651
314	0.7620672162
315	0.7617555207
316	0.7614251006
317	0.7612407391
318	0.7608302089
319	0.7604929929
320	0.7602298279
321	0.7600606289
322	0.7596824924
323	0.7593925795
324	0.7591346996
325	0.7588420155
326	0.7586538022
327	0.7583619847
328	0.7581778489
329	0.7578628689
330	0.75773277
331	0.7575123584
332	0.7573810729
333	0.7573144079
334	0.7571867322
335	0.7569104182
336	0.7568509558
337	0.756576033
338	0.7561778529
339	0.7557841477
340	0.7553746013
341	0.7552354502
342	0.7551162357
343	0.7547902627
344	0.754446605
345	0.7540884378
346	0.7537425805
347	0.7534729123
348	0.7532746818
349	0.7529066918
350	0.7526508779
351	0.7523402498
352	0.7518557475
353	0.7516207717
354	0.7512702827
355	0.7510712217
356	0.7506351129
357	0.7503317938
358	0.7501715606
359	0.749814039
360	0.7494292955
361	0.7492489587
362	0.7490259216
363	0.7486475311
364	0.7482723558
365	0.7478974393
366	0.7477835612
367	0.7476175758
368	0.7471546896
369	0.7469067377
370	0.7465704489
371	0.7464329111
372	0.7461283883
373	0.7459667703
374	0.7456644791
375	0.74532294
376	0.7451259898
377	0.7449632194
378	0.7446396009
379	0.7445304354
380	0.744299809
381	0.7441490889
382	0.744052596
383	0.7437534704
384	0.7434690646
385	0.7432570359
386	0.7430436942
387	0.7427544189
388	0.7424257263
389	0.7421360264
390	0.7418702909
391	0.7417745398
392	0.7414687525
393	0.7411568295
394	0.7410576111
395	0.7407577233
396	0.7404504808
397	0.7402283383
398	0.7398512398
399	0.7394378344
400	0.739245052
401	0.7391307414
402	0.738790916
403	0.7386258502
404	0.7384454715
405	0.7383710617
406	0.7380224308
407	0.7379141713
408	0.7377622635
409	0.7375159172
410	0.737230415
411	0.736980771
412	0.7368552044
413	0.7366738762
414	0.7363825895
415	0.7360203876
416	0.7357053744
417	0.7356026219
418	0.735429214
419	0.7351985986
420	0.7350424859
421	0.7347807215
422	0.7345896194
423	0.7344305555
424	0.734301144
425	0.7340716452
426	0.734011953
427	0.7338682239
428	0.7337675159
429	0.7335772144
430	0.7334049888
431	0.7332064459
432	0.7329226097
433	0.7327833592
434	0.7326666056
435	0.732413086
436	0.7320789466
437	0.7317997133
438	0.7316537106
439	0.731472293
440	0.7312279862
441	0.7310466392
442	0.7306784192
443	0.7305905617
444	0.7304075277
445	0.730169821
446	0.7298092384
447	0.7295366072
448	0.7293859575
449	0.729212163
450	0.7291050203
451	0.7289839567
452	0.7287619367
453	0.7284712906
454	0.7283240785
455	0.7282044199
456	0.728067911
457	0.7279648977
458	0.7277518848
459	0.7276620932
460	0.7275727564
461	0.7274507827
462	0.727304002
463	0.727215288
464	0.7270980389
465	0.7269437294
466	0.7267441529
467	0.7266758562
468	0.7265525341
469	0.7264367777
470	0.7262713121
471	0.7261715343
472	0.7259746434
473	0.7259197099
474	0.7258380156
475	0.7255398112
476	0.7254537285
477	0.7252570402
478	0.7250488214
479	0.7248258887
480	0.724734191
481	0.7246224309
482	0.7245388082
483	0.7242178919
484	0.7240759975
485	0.723763566
486	0.7235755862
487	0.7233691862
488	0.7231965439
489	0.7231103628
490	0.7229968006
491	0.7228478902
492	0.7225653702
493	0.7224532762
494	0.7222231254
495	0.7220433478
496	0.7218174629
497	0.7217390693
498	0.7214495145
499	0.7212327605
500	0.7211396139
501	0.7209669114
502	0.7207527476
503	0.7206169323
504	0.7205288874
505	0.7204346236
506	0.7202132484
507	0.7200411267
508	0.7198661603
509	0.7196149133
510	0.7193908957
511	0.7191959963
512	0.7190316724
513	0.7188856444
514	0.7187946295
515	0.7186421987
516	0.7185752725
517	0.7183787075
518	0.718291777
519	0.7182039185
520	0.7180067057
521	0.7177893574
522	0.7176218549
523	0.7175476442
524	0.7173105781
525	0.7171768512
526	0.7170300741
527	0.7168516971
528	0.7167381463
529	0.7165830561
530	0.7163179725
531	0.7161071792
532	0.7159839133
533	0.7158643771
534	0.7157486411
535	0.7156462564
536	0.7154192629
537	0.7151802025
538	0.7150655074
539	0.7149310858
540	0.7148185039
541	0.7146348426
542	0.714411099
543	0.7142770307
544	0.71419149
545	0.7139343815
546	0.7137809192
547	0.7137122733
548	0.7134689426
549	0.7132301585
550	0.7129698483
551	0.71289056
552	0.7128180751
553	0.7126415974
554	0.7124822157
555	0.7122364074
556	0.7121547187
557	0.7120638352
558	0.7119699577
559	0.7116964983
560	0.7116379931
561	0.7114359145
562	0.7112251307
563	0.7111439699
564	0.711016504
565	0.710817325
566	0.7106465066
567	0.7105482017
568	0.7104495383
569	0.7102804245
570	0.7101375846
571	0.7100629394
572	0.7099545518
573	0.7098755229
574	0.7096423538
575	0.70961368
576	0.7094025874
577	0.709342554
578	0.7093145304
579	0.7091882716
580	0.7090328388
581	0.7089580566
582	0.708875838
583	0.7087502931
584	0.7086609903
585	0.7085497026
586	0.7082939038
587	0.7081456519
588	0.7080302927
589	0.7077972431
590	0.7076803
591	0.7075260708
592	0.7073098594
593	0.7072071442
594	0.7069693658
595	0.7068218848
596	0.7066668777
597	0.706578423
598	0.7065415105
599	0.7064425566
600	0.7062690334
601	0.7061264199
602	0.7060099486
603	0.7058718429
604	0.7057336911
605	0.7057196505
606	0.7056067706
607	0.7054195967
608	0.7052417663
609	0.7050670199
610	0.7049150552
611	0.7048502981
612	0.7047618457
613	0.7046004761
614	0.7043456983
615	0.7041804569
616	0.7039457831
617	0.7038300138
618	0.7036964737
619	0.703595583
620	0.7035166227
621	0.7033530494
622	0.7031412059
623	0.7030710994
624	0.7029390602
625	0.7028211889
626	0.7026885031
627	0.7025966281
628	0.7025213059
629	0.7023667306
630	0.7022630402
631	0.7021403019
632	0.7019699749
633	0.7018794321
634	0.7017471057
635	0.7015495171
636	0.7014861043
637	0.7013347838
638	0.7012348431
639	0.7009901981
640	0.7008743148
641	0.7006752634
642	0.7004729146
643	0.7002546769
644	0.7000939197
645	0.7000272283
646	0.6998811497
647	0.6998467638
648	0.6997342687
649	0.6996725275
650	0.6994793203
651	0.6993232844
652	0.6992575296
653	0.6992177871
654	0.6990497613
655	0.6989469933
656	0.6987782637
657	0.6987186913
658	0.6985967015
659	0.6984033247
660	0.6983320253
661	0.6982262971
662	0.6981570955
663	0.6979418492
664	0.6977604929
665	0.6975934642
666	0.6975172162
667	0.6973907542
668	0.6972862319
669	0.6971432487
670	0.696920338
671	0.6967851909
672	0.6966901122
673	0.6966362205
674	0.6965717292
675	0.6964570836
676	0.6963481121
677	0.6962993287
678	0.6961946439
679	0.6960707379
680	0.696038598
681	0.6958897435
682	0.6957191856
683	0.6955579415
684	0.6955171787
685	0.6954712144
686	0.6953210485
687	0.6952700874
688	0.6952227002
689	0.6950999645
690	0.6949809682
691	0.6949561915
692	0.6949071787
693	0.6948709378
694	0.694769135
695	0.6945480313
696	0.694427544
697	0.6942951117
698	0.6940986093
699	0.6940331487
700	0.6940079501
701	0.6938519506
702	0.6937580432
703	0.6936717502
704	0.6934821538
705	0.6933881982
706	0.6932991444
707	0.6931718141
708	0.6930727014
709	0.6929430802
710	0.6928872306
711	0.6927415208
712	0.6926159241
713	0.6924944065
714	0.6923108742
715	0.6921720857
716	0.692084366
717	0.6920155733
718	0.691949568
719	0.6917745086
720	0.6917046948
721	0.6915956976
722	0.6915575262
723	0.6914710631
724	0.6913345928
725	0.6912501818
726	0.691209799
727	0.6910489568
728	0.6910062439
729	0.6909648153
730	0.6909187821
731	0.6907960425
732	0.6906358752
733	0.690531585
734	0.6904070108
735	0.6902844445
736	0.6902072488
737	0.6900996615
738	0.6900166368
739	0.689988024
740	0.6898582172
741	0.6897387712
742	0.6895585307
743	0.6894301372
744	0.6893143324
745	0.6892001453
746	0.6891090397
747	0.6890609704
748	0.6889402639
749	0.6888789399
750	0.6887900744
751	0.6887353175
752	0.6886300541
753	0.6885928956
754	0.6885227844
755	0.6884611469
756	0.6882822556
757	0.6881655038
758	0.6880911845
759	0.6880371641
760	0.6879396368
761	0.6878196551
762	0.6877755442
763	0.6876116413
764	0.6875766639
765	0.6874207204
766	0.6873792646
767	0.6873103189
768	0.6871414738
769	0.687065284
770	0.6869532521
771	0.6868436609
772	0.6868277809
773	0.6866129368
774	0.68649462
775	0.6863583286
776	0.686290025
777	0.6862259059
778	0.6861421162
779	0.686119187
780	0.6860397803
781	0.6860125266
782	0.6858876579
783	0.6857387513
784	0.6855793814
785	0.6855062154
786	0.6854425765
787	0.6853243785
788	0.6852349589
789	0.6851593711
790	0.6851063534
791	0.6850797425
792	0.6850019761
793	0.6848442161
794	0.6848318662
795	0.684731381
796	0.684705448
797	0.6845786022
798	0.6844931743
799	0.6843704764
800	0.6843065252
801	0.6842427637
802	0.6842054285
803	0.6840773422
804	0.6840014065
805	0.6838995121
806	0.6837229148
807	0.6836567068
808	0.6835776205
809	0.6835235402
810	0.6834423059
811	0.6833842464
812	0.6833410177
813	0.683250162
814	0.6831339003
815	0.6830315561
816	0.6829596725
817	0.6828432404
818	0.6827663044
819	0.6826538661
820	0.6826024428
821	0.6825110887
822	0.6824560247
823	0.6823336662
824	0.6822514591
825	0.6822183816
826	0.6821853791
827	0.682095658
828	0.6820123355
829	0.681963643
830	0.6818023954
831	0.6816645358
832	0.6816305882
833	0.6815226248
834	0.6814517211
835	0.6813618111
836	0.6812977884
837	0.6812142058
838	0.6811299005
839	0.6811101144
840	0.6810221099
841	0.6809145519
842	0.6808070765
843	0.6807737736
844	0.6807053833
845	0.6805840081
846	0.6804918119
847	0.6804489221
848	0.6803634199
849	0.6803118311
850	0.6801870618
851	0.6800578186
852	0.6800014763
853	0.6798826229
854	0.6797820131
855	0.6796598334
856	0.6795232503
857	0.6794587576
858	0.6793587412
859	0.6793309136
860	0.6792344974
861	0.6791202236
862	0.6791010878
863	0.6790217889
864	0.6789372788
865	0.6789061441
866	0.678854936
867	0.678718757
868	0.6786902439
869	0.6785293233
870	0.6784825048
871	0.6783665067
872	0.6782227401
873	0.6781837076
874	0.6780738623
875	0.6780222879
876	0.6779871814
877	0.6779761684
878	0.6779214727
879	0.6778211976
880	0.6777461582
881	0.677698116
882	0.6776478735
883	0.6774959244
884	0.6774636987
885	0.6773363842
886	0.6773032071
887	0.6771902285
888	0.6770445884
889	0.6769051565
890	0.6767895088
891	0.6767020325
892	0.676618131
893	0.6765424745
894	0.6764480977
895	0.6763076257
896	0.6762897056
897	0.6761514026
898	0.6760931558
899	0.6760257533
900	0.6759148535
901	0.6758341609
902	0.6757628125
903	0.6757011303
904	0.6756101172
905	0.6755056597
906	0.675467496
907	0.6754044079
908	0.6752852891
909	0.6751468521
910	0.6750185837
911	0.6749674284
912	0.6749280097
913	0.674886333
914	0.674831169
915	0.6747437486
916	0.6746860137
917	0.6746413374
918	0.6745102359
919	0.6744612149
920	0.6743853011
921	0.6742436235
922	0.6741397951
923	0.6740382569
924	0.6740137348
925	0.673898041
926	0.6738466505
927	0.6737400025
928	0.6736167762
929	0.6735600008
930	0.6734474988
931	0.6733789763
932	0.6733012843
933	0.6732502512
934	0.6732250877
935	0.6731819519
936	0.6731440261
937	0.6731030529
938	0.6730140375
939	0.6729134281
940	0.6728119897
941	0.6727284452
942	0.672662403
943	0.6725827186
944	0.6724649445
945	0.6724071541
946	0.6722395023
947	0.6721386768
948	0.6719832686
949	0.6718380365
950	0.6717596265
951	0.6716852245
952	0.6715437567
953	0.6714341627
954	0.6713316599
955	0.671261121
956	0.6712149984
957	0.6711349718
958	0.671074119
959	0.671003888
960	0.6709227108
961	0.6708067739
962	0.6707373557
963	0.6706578631
964	0.6706094289
965	0.6705439342
966	0.6704419595
967	0.670401366
968	0.6703343295
969	0.6702879309
970	0.6702247858
971	0.6700873375
972	0.6700559912
973	0.6699786408
974	0.6699314426
975	0.6698625013
976	0.6698109929
977	0.6696917352
978	0.6696307153
979	0.6695136328
980	0.6694531677
981	0.6694061111
982	0.6693141855
983	0.6692551186
984	0.669238975
985	0.6692146604
986	0.6691734682
987	0.6690752687
988	0.6689601971
989	0.6688739516
990	0.6687950335
991	0.6687265049
992	0.6685746443
993	0.6684901829
994	0.6683746035
995	0.6683457558
996	0.668271534
997	0.6681258434
998	0.6680290479
999	0.6679306596
1000	0.667810759
1001	0.6676811652
1002	0.6675667938
1003	0.6674844769
1004	0.667416014
1005	0.6673472323
1006	0.6672317722
1007	0.6670892028
1008	0.6669986488
1009	0.6669782889
1010	0.666959808
1011	0.6669149956
1012	0.6668518104
1013	0.6667418975
1014	0.6666767507
1015	0.6665904117
1016	0.6665365267
1017	0.6664856241
1018	0.6664217076
1019	0.6663129262
1020	0.6661952162
1021	0.6661095084
1022	0.666037287
1023	0.6660085256
1024	0.6659794663
1025	0.6659019791
1026	0.6658696758
1027	0.6657819239
1028	0.6657213948
1029	0.6656514982
1030	0.6656041429
1031	0.6655436705
1032	0.6654378349
1033	0.6654051226
1034	0.6653169847
1035	0.665247457
1036	0.6651011575
1037	0.6650793787
1038	0.665011341
1039	0.6649454156
1040	0.6649125658
1041	0.6648052498
1042	0.6647513668
1043	0.6646790229
1044	0.6646060919
1045	0.6645630449
1046	0.6644835814
1047	0.6644343121
1048	0.6643917921
1049	0.6643180343
1050	0.6642852879
1051	0.6642275199
1052	0.6641085746
1053	0.6640345433
1054	0.6639790714
1055	0.6639108828
1056	0.6638201137
1057	0.6637897966
1058	0.6637460041
1059	0.6637096261
1060	0.663639982
1061	0.6635972956
1062	0.6635546459
1063	0.6635002567
1064	0.6634430369
1065	0.663339845
1066	0.6633163899
1067	0.6632113918
1068	0.663133544
1069	0.6630757785
1070	0.6630554802
1071	0.6630424941
1072	0.6629664429
1073	0.6629207618
1074	0.6628036205
1075	0.6627401296
1076	0.6627006309
1077	0.6626850999
1078	0.6626306007
1079	0.6625642435
1080	0.6625106458
1081	0.6624582035
1082	0.6623678582
1083	0.6622834464
1084	0.6621758968
1085	0.6621070152
1086	0.662033777
1087	0.6620086409
1088	0.6619451651
1089	0.6618829472
1090	0.6618511091
1091	0.6617947006
1092	0.6617127163
1093	0.661674434
1094	0.6616425862
1095	0.6615659774
1096	0.6614346182
1097	0.6613507774
1098	0.661320705
1099	0.6612748996
1100	0.6612221943
1101	0.6611154766
1102	0.6610751208
1103	0.6610015875
1104	0.6609663346
1105	0.6608943837
1106	0.6608426308
1107	0.660813994
1108	0.6607115599
1109	0.6606476831
1110	0.6605384261
1111	0.6604824476
1112	0.6604075839
1113	0.6603156572
1114	0.6602961848
1115	0.660195271
1116	0.660124114
1117	0.6600997242
1118	0.6600591799
1119	0.6600330802
1120	0.6599476102
1121	0.6598665485
1122	0.6598352726
1123	0.6598054527
1124	0.6597238369
1125	0.6596661947
1126	0.6596149831
1127	0.6595417326
1128	0.6594425327
1129	0.6593909028
1130	0.6593298464
1131	0.6592703981
1132	0.6591692027
1133	0.6591074983
1134	0.6590147698
1135	0.6589700766
1136	0.6588971507
1137	0.6588707032
1138	0.6588007503
1139	0.6587675964
1140	0.6587466493
1141	0.6586656484
1142	0.6586086013
1143	0.6585670069
1144	0.6584521678
1145	0.6583583568
1146	0.6583205031
1147	0.6582356401
1148	0.6581636805
1149	0.6581064006
1150	0.6580130309
1151	0.6579688181
1152	0.6579127216
1153	0.6578712034
1154	0.6577784586
1155	0.6577249005
1156	0.6576931619
1157	0.657648314
1158	0.6576213087
1159	0.6575674302
1160	0.6575062851
1161	0.6574810547
1162	0.6573997721
1163	0.6573362611
1164	0.657260867
1165	0.6572265957
1166	0.657183022
1167	0.6571556978
1168	0.6570836489
1169	0.6570538073
1170	0.6570093196
1171	0.6569735471
1172	0.6569534027
1173	0.6569054207
1174	0.6568610404
1175	0.6568445884
1176	0.656764286
1177	0.6567361897
1178	0.6566999987
1179	0.6566575666
1180	0.656560474
1181	0.6565163692
1182	0.6564776304
1183	0.6564232367
1184	0.6563480338
1185	0.6562810717
1186	0.6562149565
1187	0.6561894621
1188	0.6561012695
1189	0.6560189009
1190	0.6559850768
1191	0.6559161557
1192	0.6558627522
1193	0.6558037291
1194	0.6557519489
1195	0.6556711759
1196	0.6555942934
1197	0.6555339441
1198	0.6555103874
1199	0.6553581453
1200	0.6552768229
1201	0.655177225
1202	0.6551260491
1203	0.6550480816
1204	0.6549598751
1205	0.6549381712
1206	0.654912726
1207	0.6548573178
1208	0.6548285673
1209	0.6546916472
1210	0.6546291102
1211	0.6545810511
1212	0.654437072
1213	0.6544118154
1214	0.6543684654
1215	0.6542988311
1216	0.6542573758
1217	0.6542320106
1218	0.6541391251
1219	0.6540667679
1220	0.6540318337
1221	0.6539873416
1222	0.6539637279
1223	0.6539199441
1224	0.6539040271
1225	0.6537991641
1226	0.6537616461
1227	0.6536989493
1228	0.6536435522
1229	0.6535672386
1230	0.6534762357
1231	0.6534135905
1232	0.653309949
1233	0.6532282543
1234	0.6531944477
1235	0.6530956771
1236	0.6530260858
1237	0.6529271381
1238	0.6529050448
1239	0.6528869407
1240	0.6528500478
1241	0.6528011356
1242	0.6527714682
1243	0.6527379143
1244	0.6526962505
1245	0.652615474
1246	0.6525731226
1247	0.6525609985
1248	0.6525250985
1249	0.6524715952
1250	0.6524158379
1251	0.6523545726
1252	0.6522801334
1253	0.6522192451
1254	0.6521155269
1255	0.6520166376
1256	0.6519634023
1257	0.6518976779
1258	0.6518075234
1259	0.6517734617
1260	0.6516972169
1261	0.6516790902
1262	0.6516391052
1263	0.6515726121
1264	0.6515385804
1265	0.6515270171
1266	0.6514629458
1267	0.6514037885
1268	0.6513198112
1269	0.6512509715
1270	0.6511889512
1271	0.6511417616
1272	0.6510817626
1273	0.6510334407
1274	0.6509876239
1275	0.6509087228
1276	0.6508196206
1277	0.6507879251
1278	0.6507643508
1279	0.6507010805
1280	0.650682061
1281	0.6506461808
1282	0.6505531852
1283	0.6504630249
1284	0.6504385219
1285	0.6503716568
1286	0.6503254167
1287	0.6503044301
1288	0.6502526987
1289	0.6502297321
1290	0.6501815394
1291	0.650115961
1292	0.6500694993
1293	0.6500390019
1294	0.6499966818
1295	0.649952476
1296	0.649926183
1297	0.6498096371
1298	0.6497199062
1299	0.6496885348
1300	0.6496175408
1301	0.6495755331
1302	0.6495483225
1303	0.6494757317
1304	0.6493915797
1305	0.6493307332
1306	0.649230575
1307	0.6491815533
1308	0.6491066186
1309	0.6490713595
1310	0.649012168
1311	0.6489179681
1312	0.6488394235
1313	0.6487949525
1314	0.6487434867
1315	0.6486406842
1316	0.6485622497
1317	0.6484963703
1318	0.6484579717
1319	0.648361935
1320	0.6483246277
1321	0.6483083835
1322	0.648268741
1323	0.6482160002
1324	0.6481511069
1325	0.6481100554
1326	0.6480820997
1327	0.6480524713
1328	0.6479795874
1329	0.6479333114
1330	0.6478893674
1331	0.6478482206
1332	0.6477854009
1333	0.647733191
1334	0.6477114209
1335	0.6476267183
1336	0.6474897311
1337	0.6474411948
1338	0.6473806405
1339	0.6473538211
1340	0.6473146134
1341	0.6472715842
1342	0.647192516
1343	0.6471224107
1344	0.6470721169
1345	0.6470581125
1346	0.6470045455
1347	0.6469211669
1348	0.6468848134
1349	0.646865374
1350	0.6467915159
1351	0.6467312677
1352	0.6466779625
1353	0.6466302356
1354	0.646550299
1355	0.6464301401
1356	0.6463651847
1357	0.6463036809
1358	0.6462410601
1359	0.6462161945
1360	0.6461465761
1361	0.6460185052
1362	0.6459994167
1363	0.6459630768
1364	0.6459360604
1365	0.6458990976
1366	0.6458791221
1367	0.645819318
1368	0.6457898682
1369	0.6457551758
1370	0.6456951099
1371	0.6456475263
1372	0.645613705
1373	0.6456007233
1374	0.6455506364
1375	0.6454831971
1376	0.6454312978
1377	0.6453886801
1378	0.6453288216
1379	0.6453169911
1380	0.645279872
1381	0.6451969414
1382	0.6451566899
1383	0.6450971067
1384	0.6449826276
1385	0.6449589241
1386	0.6449516365
1387	0.6448641824
1388	0.6448084075
1389	0.6447281977
1390	0.6446182258
1391	0.6445727184
1392	0.6445193712
1393	0.6444569864
1394	0.644433745
1395	0.6443713655
1396	0.6443184806
1397	0.6443026713
1398	0.6442735179
1399	0.644230509
1400	0.6441637119
1401	0.6441380295
1402	0.6440875214
1403	0.6440554399
1404	0.6440171426
1405	0.643952603
1406	0.6439012897
1407	0.6438591808
1408	0.6438053401
1409	0.6437749007
1410	0.6437319011
1411	0.6436974824
1412	0.6436729816
1413	0.6436516892
1414	0.643600859
1415	0.6435906934
1416	0.6435538297
1417	0.643467621
1418	0.6434458944
1419	0.6434164377
1420	0.6433518405
1421	0.6433025648
1422	0.643237139
1423	0.6432160585
1424	0.6431912623
1425	0.6431655921
1426	0.643097862
1427	0.6430592844
1428	0.6430044656
1429	0.6429475321
1430	0.6428984348
1431	0.6428817735
1432	0.6428242832
1433	0.6427319798
1434	0.6426997915
1435	0.6426541027
1436	0.642620324
1437	0.6425709148
1438	0.6425417818
1439	0.6424932528
1440	0.6424710077
1441	0.6424167152
1442	0.6423270434
1443	0.642288955
1444	0.6422459682
1445	0.6421917597
1446	0.642152681
1447	0.6420900645
1448	0.6420550261
1449	0.6420168897
1450	0.641958937
1451	0.641935353
1452	0.641912064
1453	0.6418761763
1454	0.6418217111
1455	0.641765718
1456	0.6417288725
1457	0.6417097069
1458	0.6415919201
1459	0.6415485897
1460	0.6415268781
1461	0.6415021312
1462	0.6414285362
1463	0.6413932253
1464	0.6413574985
1465	0.6413063497
1466	0.6412706842
1467	0.6411963332
1468	0.6411857309
1469	0.6411610293
1470	0.6410861039
1471	0.6410701979
1472	0.6410362313
1473	0.6410045777
1474	0.6409729382
1475	0.6409610464
1476	0.6409007213
1477	0.6408612774
1478	0.6408389058
1479	0.6407998899
1480	0.640782269
1481	0.6407723181
1482	0.6407384923
1483	0.6406974082
1484	0.6406034397
1485	0.6405619957
1486	0.6404894499
1487	0.6404671538
1488	0.6404506261
1489	0.6404183736
1490	0.6403475246
1491	0.6403021014
1492	0.640281927
1493	0.6402250819
1494	0.6401684347
1495	0.6401592976
1496	0.6400746151
1497	0.6400335546
1498	0.6399874818
1499	0.639950288
