t,owner,stored_on,buyer,qty_kWh
33093,22,24,22,0.018983146434550235
33093,23,24,23,0.04177690935380873
33094,9,8,9,0.414107256633998
33094,13,10,13,0.03628228194635419
33094,13,11,13,0.0006629346168077977
33094,16,11,16,0.30736932668686695
33094,17,8,17,0.07348392799141693
33094,17,14,17,0.30962770498223335
33094,19,4,19,0.28087772924589416
33094,19,5,19,0.2417906510860747
33094,22,24,22,0.3524935789520036
33094,23,25,23,0.03676201739667473
33095,9,8,9,0.3450646827794696
33095,12,20,12,0.14013375004177683
33095,13,20,13,0.03267225449266853
33095,16,10,16,0.053893071543524844
33095,16,11,16,0.20796419900415294
33095,16,20,16,0.04623160063189598
33095,16,21,16,0.024222292473689802
33095,17,8,17,0.043902983123105255
33095,17,14,17,0.3066439441322757
33095,19,4,19,0.24630753542646874
33095,19,5,19,0.2168995476595336
33095,22,24,22,0.32236976558120745
33095,23,7,23,0.032600201215238656
33096,9,8,9,0.047967484274069966
33096,12,14,12,0.06336472778248292
33096,13,14,13,0.028785153194758273
33096,16,14,16,0.12718696929450451
33096,17,8,17,0.32790094828509836
33096,17,14,17,0.026871341525196435
33096,19,24,19,0.02217224909522804
33096,19,25,19,0.18560522931923581
33096,22,20,22,0.2543215138801247
33096,22,24,22,0.0713229466640346
33096,23,24,23,0.029073475363698087
33097,13,8,13,0.024315351982963307
33097,22,8,22,0.007438478821604533
33097,23,8,23,0.0247847566978745
33114,13,8,13,0.026523213874597218
33114,22,8,22,0.06658903896702686
33114,22,9,22,0.060991071432980395
33114,23,9,23,0.027194455277214757
33115,13,8,13,0.03281081516318629
33115,17,8,17,0.15747358653395083
33115,22,14,22,0.36270371526794226
33115,23,14,23,0.033059240662147715
33116,13,8,13,0.033120789636456927
33116,17,8,17,0.2994441359570466
33116,22,14,22,0.3549757108627926
33116,23,14,23,0.03336115225354597
33117,13,8,13,0.03426016743776117
33117,17,8,17,0.22552334267470198
33117,22,9,22,0.05861992080899148
33117,22,14,22,0.21428231463474579
33117,23,14,23,0.034406076611780634
33118,13,8,13,0.030599543775376326
33118,17,8,17,0.07629610254024347
33118,22,8,22,0.06640796751023821
33118,22,9,22,0.042333435224286654
33118,23,9,23,0.030905487623504868
33119,13,8,13,0.02718441803788796
33119,23,8,23,0.027579194218265712
33126,13,8,13,0.0028066131914102734
33126,23,8,23,0.0016446904715912065
33127,13,8,13,0.003004531216328957
33127,23,8,23,0.0018893136342201132
33138,17,8,17,0.3548190895826009
33138,22,20,22,0.19025667317035158
33138,22,24,22,0.11657092054381835
33139,9,8,9,0.12315619120785151
33139,17,8,17,0.4028477944551039
33139,22,24,22,0.3582298039527547
33140,9,8,9,0.6721213398262935
33140,12,10,12,0.021729792495185498
33140,17,8,17,0.059359941190953336
33140,17,14,17,0.36207657578848895
33140,19,1,19,0.09341761661139306
33140,19,2,19,0.11289036836119504
33140,19,5,19,0.31911394942585
33140,22,24,22,0.37796102568261425
33141,9,8,9,0.5146030769146064
33141,12,10,12,0.02464792159634235
33141,12,11,12,0.3502148759773667
33141,13,10,13,0.011142204188196558
33141,17,8,17,0.20707711502146886
33141,17,14,17,0.23325733430098428
33141,19,4,19,0.03429937217638255
33141,19,5,19,0.5863335563842789
33141,22,24,22,0.400672588751668
33141,23,7,23,0.01357467611716423
33142,9,8,9,0.13086711244042962
33142,12,14,12,0.12099572594386335
33142,13,14,13,0.017195729416247474
33142,17,8,17,0.2815387134281398
33142,17,14,17,0.12876919720476465
33142,19,24,19,0.29321368122282665
33142,22,10,22,0.020064117921954873
33142,22,20,22,0.32827115947362273
33142,22,21,22,0.02598781488642604
33142,23,20,23,0.018887391157837996
33143,13,8,13,0.011511662621503937
33143,17,8,17,0.06431445401980816
33143,22,8,22,0.06332624996210127
33143,22,14,22,0.03794513350904725
33143,23,14,23,0.013351175115555947
33144,13,8,13,0.0123280609930152
33144,23,8,23,0.013562988501545803
33145,13,8,13,0.019274133585211517
33145,23,8,23,0.01641346185570554
33146,13,8,13,0.01119204118545794
33146,23,8,23,0.008956422464927442
33163,9,8,9,0.6193354862245198
33163,9,14,9,0.007429018306964075
33163,12,7,12,0.03055828540942862
33163,12,24,12,0.11368986352598576
33163,12,25,12,0.20133013271767786
33164,9,8,9,0.6118679897817223
33164,9,14,9,0.3363243550631996
33164,12,7,12,0.28758838474706927
33164,12,24,12,0.06640552569019853
33164,12,25,12,0.1989026405372085
33165,9,8,9,0.5859762238416654
33165,9,14,9,0.44712637344501616
33165,12,4,12,0.5258558222542717
33165,12,5,12,0.055702938311848804
33165,12,6,12,0.0107464963405014
33165,12,7,12,0.017106781884741552
33165,15,7,15,0.4361375989263152
33165,16,7,16,0.16465964695651614
33165,16,24,16,0.03037002584247066
33165,16,25,16,0.19048588937575964
33165,17,20,17,0.07863514966217622
33166,9,8,9,0.347745307562989
33166,9,10,9,0.04585077057468484
33166,9,14,9,0.5283054182195558
33166,9,20,9,0.0647724331207451
33166,9,21,9,0.02060767262276228
33166,12,2,12,0.09123422538137188
33166,12,3,12,0.034585836020014
33166,12,5,12,0.2407509594723507
33166,15,4,15,0.3640605308458982
33166,15,5,15,0.40342142931821406
33166,16,4,16,0.14739538608835603
33166,16,6,16,0.01045221695197668
33166,16,7,16,0.600983497234
33166,16,25,16,0.1289502041855842
33166,17,20,17,0.11347563303179431
33167,9,8,9,0.32259140139049425
33167,9,10,9,0.025952422979704806
33167,9,14,9,0.2990310850669495
33167,9,20,9,0.185040779432037
33167,9,21,9,0.011664341293066403
33167,12,4,12,0.28314683107749106
33167,12,5,12,0.3018970529518621
33167,15,4,15,0.21851635246046308
33167,15,6,15,0.010252090664212682
33167,15,7,15,0.31576636678858444
33167,16,7,16,0.2737102322570715
33167,16,24,16,0.20332279137596096
33167,16,25,16,0.18172235361710087
33167,17,20,17,0.1482275960877404
33168,9,8,9,0.2562628645196086
33168,12,24,12,0.1960777841413894
33168,15,24,15,0.1486927346804144
33168,16,20,16,0.2512188574483309
33168,16,24,16,0.0038544065705237163
33168,17,8,17,0.05792760337273864
33168,17,14,17,0.17707102621645276
33168,22,2,22,0.05029551724444138
33168,22,3,22,0.03297407131061901
33168,22,5,22,0.2774071895722411
33169,13,8,13,0.012449610522919485
33169,17,8,17,0.09896772236031122
33169,22,14,22,0.13237627857067236
33169,23,14,23,0.013551743177871778
33170,13,8,13,0.011775998091024142
33170,17,8,17,0.002565293648207168
33170,22,8,22,0.028682140650845935
33170,23,8,23,0.012830835786411754
33171,13,8,13,0.010662252599852984
33171,23,8,23,0.011746060417316073
33172,13,8,13,0.011223131529530583
33172,23,8,23,0.012227533491602216
33173,13,8,13,0.011293416439166926
33173,23,8,23,0.012295990189651995
33174,13,8,13,0.01320052171496755
33174,23,8,23,0.01408867232658384
33187,17,8,17,0.034732074339157926
33188,17,8,17,0.21344495494801308
33188,22,10,22,0.032715725469500107
33188,22,20,22,0.11690528837491598
33188,22,21,22,0.0205650815040208
33189,17,8,17,0.26960791653997696
33189,22,20,22,0.23133170008967952
33190,17,8,17,0.29312405133678965
33190,22,20,22,0.2605341497647533
33191,17,8,17,0.2724409859104586
33191,22,10,22,0.03959499937219071
33191,22,20,22,0.1833107695291769
33191,22,21,22,0.01865410640275236
33192,17,8,17,0.19953692296003334
33192,22,11,22,0.22022799734141962
33193,22,8,22,0.007942230586793464
33210,17,8,17,0.08852067105421746
33210,22,11,22,0.028633378172964186
33211,17,8,17,0.375407389015451
33211,22,10,22,0.05595102806089584
33211,22,11,22,0.2467642905351271
33211,22,20,22,0.012274118102688192
33211,22,21,22,0.025147242995792404
33211,23,20,23,0.0022268545764374537
33212,13,8,13,0.02774528485414418
33212,17,8,17,0.42300844946493044
33212,22,10,22,0.05428463755334609
33212,22,11,22,0.20484134276866808
33212,22,20,22,0.1038153076590298
33212,22,21,22,0.024398282190753642
33212,23,20,23,0.02864400478390916
33213,13,8,13,0.05045354508474098
33213,17,8,17,0.4268236466373798
33213,22,11,22,0.3940385732487979
33213,23,20,23,0.04946525875079821
33214,13,8,13,0.04127451673643234
33214,13,14,13,0.004136536626148768
33214,17,8,17,0.3706851450644926
33214,22,11,22,0.3584896783472846
33214,23,11,23,0.04455392949071424
33215,13,8,13,0.04244146721587683
33215,17,8,17,0.192263865300065
33215,22,11,22,0.09117405382453435
33215,22,14,22,0.14671417537473586
33215,23,11,23,0.04159676996296202
33216,13,8,13,0.03849249520626419
33216,23,8,23,0.03781533298268691
33217,13,8,13,0.0002833264779932482
33236,9,8,9,0.059039525068062204
33236,17,8,17,0.23997154229711537
33236,22,20,22,0.017406305549540237
33236,22,24,22,0.1690766589647641
33237,9,8,9,0.6104927501821872
33237,17,8,17,0.06002620124400737
33237,17,14,17,0.29481158993751677
33237,19,1,19,0.08903876912884608
33237,19,2,19,0.038046536580406715
33237,19,5,19,0.34602327397419935
33237,22,24,22,0.3146108412395563
33238,9,8,9,0.5520944448808419
33238,9,14,9,0.04604884475620246
33238,12,20,12,0.3486562292432751
33238,13,20,13,0.009768555468189888
33238,17,14,17,0.3621669607263618
33238,19,1,19,0.024757900814524537
33238,19,2,19,0.10663916204887076
33238,19,3,19,0.040425668728119604
33238,22,7,22,0.045509838642184164
33238,22,24,22,0.0675696954462266
33238,22,25,22,0.21655253159937118
33238,23,4,23,0.01171822527407329
33239,9,8,9,0.3841715774134211
33239,9,14,9,0.044558367692895035
33239,12,20,12,0.3096828830730528
33239,12,21,12,0.005615882294598282
33239,13,20,13,0.04139760480459209
33239,17,11,17,0.014706859806225658
33239,17,14,17,0.3431004872806259
33239,19,5,19,0.5328396842743585
33239,22,24,22,0.33019540066834807
33239,23,7,23,0.04064487650207749
33240,9,8,9,0.16587095544111224
33240,12,11,12,0.12978631217654277
33240,12,14,12,0.011260939902064938
33240,13,11,13,0.037659487523890256
33240,17,8,17,0.206690442979102
33240,17,14,17,0.13109065373950113
33240,19,7,19,0.30669735661580727
33240,22,20,22,0.1414445525140182
33240,22,24,22,0.17006717962422435
33240,23,24,23,0.037068809615950826
33241,13,8,13,0.025749288322509223
33241,17,8,17,0.08095772471572447
33241,22,8,22,0.0057454271025900285
33241,22,14,22,0.11123870569819919
33241,23,14,23,0.025986944527634392
33242,13,8,13,0.016791858985382824
33242,23,8,23,0.017651410337084172
33243,13,8,13,0.01619173398771334
33243,23,8,23,0.016834394187708362
33259,9,8,9,0.6609141095273445
33259,12,24,12,0.3541347418528762
33260,9,8,9,0.691254588870034
33260,9,14,9,0.34869970270277584
33260,12,24,12,0.4392565200560542
33260,12,25,12,0.15999920781358856
33261,9,8,9,0.6802311417401902
33261,9,14,9,0.4314813930331649
33261,12,4,12,0.2859070514363804
33261,12,6,12,0.01247508205619836
33261,12,7,12,0.35156265361989264
33261,15,7,15,0.3657319143040287
33261,15,25,15,0.16144197363920867
33261,16,24,16,0.528135775105607
33261,16,25,16,0.059683779835868124
33261,17,14,17,0.013246995854365728
33262,9,8,9,0.39829314657935405
33262,9,10,9,0.05123951721958431
33262,9,14,9,0.6267806911523852
33262,12,4,12,0.5618175638798976
33262,12,5,12,0.0852337026740253
33262,15,4,15,0.044972906281066
33262,15,6,15,0.01240049323611524
33262,15,7,15,0.6383848367574771
33262,16,7,16,0.07462100943840566
33262,16,24,16,0.5401627436300659
33262,16,25,16,0.21980363719821405
33262,17,10,17,0.003157762610559656
33262,17,20,17,0.06973743025897239
33262,17,21,17,0.024448909369635
33263,9,8,9,0.3931814674667251
33263,9,10,9,0.01723421183272933
33263,9,14,9,0.3644656377634462
33263,12,7,12,0.5446645727243443
33263,15,7,15,0.16371915561905143
33263,15,24,15,0.1100894482543362
33263,15,25,15,0.2190522705709259
33263,16,24,16,0.6275802277067863
33263,17,10,17,0.01439716987023686
33263,17,20,17,0.15454683897263166
33263,17,21,17,0.01421675471470179
33264,9,8,9,0.2864472787088114
33264,12,24,12,0.22121220739747544
33264,15,20,15,0.09129506493925983
33264,15,24,15,0.07308337452975366
33264,16,20,16,0.29119287346096306
33264,17,8,17,0.09355939146240672
33264,17,14,17,0.17424476717381765
33264,22,4,22,0.07170914451017239
33264,22,5,22,0.34072503588682146
33265,17,8,17,0.15459344219031743
33265,22,14,22,0.19815994539664364
33266,17,8,17,0.037766486665280444
33266,22,8,22,0.07221224305174541
33267,22,8,22,0.02394332250210898
33283,17,8,17,0.23595924745204755
33283,22,14,22,0.18609967512774794
33284,17,8,17,0.38536309234570076
33284,22,11,22,0.1551011286954651
33284,22,14,22,0.1667143004601136
33284,22,15,22,0.02372699315988687
33285,17,8,17,0.3866199886656636
33285,22,11,22,0.1422973301927346
33285,22,14,22,0.17636537675342084
33285,22,15,22,0.0307367092275197
33286,17,8,17,0.34667980974169677
33286,22,11,22,0.09228390681702159
33286,22,14,22,0.16419886271515136
33286,22,15,22,0.0559701897531538
33287,17,8,17,0.2884536468147762
33287,22,14,22,0.20242537400334193
33287,22,15,22,0.07949005008171817
33288,17,8,17,0.08986360535582152
33288,22,9,22,0.1259832177343741
33293,13,8,13,0.007068007201750321
33293,23,8,23,0.005510046508685274
33294,13,8,13,0.007590477849201707
33294,23,8,23,0.006044853578248366
33295,13,8,13,0.008476428146061669
33295,23,8,23,0.006907759033665567
33296,13,8,13,0.008606024170414043
33296,23,8,23,0.0070599107141299
33307,17,8,17,0.19398354131555973
33307,22,11,22,0.14156467003688
33308,17,8,17,0.3832476795065469
33308,22,10,22,0.040867910611747854
33308,22,20,22,0.2796617543719577
33308,22,21,22,0.02479928159173468
33309,13,14,13,0.031021849921114786
33309,17,8,17,0.40566777890703776
33309,22,10,22,0.015423287902291105
33309,22,20,22,0.33239812266055857
33309,22,21,22,0.024269705228515202
33309,23,20,23,0.03151125874223837
33310,13,8,13,0.026462341680562496
33310,17,8,17,0.37091927385970713
33310,22,10,22,0.053024116836798245
33310,22,11,22,0.1302248269825327
33310,22,20,22,0.13286650632392139
33310,22,21,22,0.023831739950890603
33310,23,20,23,0.027070349868753674
33311,13,14,13,0.02279130678490837
33311,17,8,17,0.34294192019116565
33311,22,11,22,0.3140668831197395
33311,23,10,23,0.023494803870614867
33312,13,8,13,0.0203259284161037
33312,17,8,17,0.12168358343746713
33312,22,14,22,0.1603629729752739
33312,23,14,23,0.02109355353902309
