t,owner,stored_on,buyer,qty_kWh
8829,9,8,9,0.7340593452653557
8829,9,14,9,0.45900287181544464
8829,12,4,12,0.5367509234769957
8829,12,5,12,0.15458157510381465
8829,15,4,15,0.12199488374580424
8829,15,6,15,0.01346226305205264
8829,15,7,15,0.47562561795630326
8829,16,24,16,0.5041367116787357
8829,16,25,16,0.23507092525938766
8830,9,8,9,0.4910766082114735
8830,9,10,9,0.006960038267769697
8830,9,14,9,0.6663356124977895
8830,12,4,12,0.28803067972285196
8830,12,5,12,0.38665018671948115
8830,15,4,15,0.3570531674664133
8830,15,6,15,0.013183064463216921
8830,15,7,15,0.4461800347556514
8830,16,24,16,0.4199008151088494
8830,16,25,16,0.09480276171269608
8831,9,8,9,0.39516623816793306
8831,9,10,9,0.05708460271946512
8831,9,14,9,0.36626621074552324
8831,9,20,9,0.20722834971797166
8831,9,21,9,0.025656729208662122
8831,12,4,12,0.44385610777823925
8831,12,5,12,0.16299022029221977
8831,15,4,15,0.19291089658769164
8831,15,6,15,0.013013099774830762
8831,15,7,15,0.4898791581677917
8831,16,24,16,0.3518556209272992
8831,16,25,16,0.10583260199559419
8832,9,8,9,0.39020453437623437
8832,9,14,9,0.3458161548183125
8832,12,2,12,0.08900936517859873
8832,12,5,12,0.4315636049033274
8832,15,4,15,0.3500812439074861
8832,15,5,15,0.11356075859885904
8832,15,6,15,0.0016111859955988768
8832,16,7,16,0.24298389517758068
8832,16,24,16,0.06199390990478318
8832,16,25,16,0.12681334745637704
8833,9,8,9,0.07506581676733566
8833,12,11,12,0.04677078767626508
8833,12,14,12,0.03720881757124896
8833,15,14,15,0.01975476626979509
8833,16,14,16,0.15380426924629084
8833,17,8,17,0.01765868339209309
8833,19,4,19,0.13199670975752764
8833,19,5,19,0.11307847176488833
8834,17,8,17,0.01256257873434663
8835,17,8,17,0.02449522332781431
8836,17,8,17,0.02403788254818695
8836,22,8,22,0.014288448558760436
8837,17,8,17,0.03332159987473784
8837,22,8,22,0.03837287543584722
8838,17,8,17,0.01899508438942308
8838,22,8,22,0.04857170036030032
8839,13,8,13,0.01927445546638662
8839,22,8,22,0.017175884153800804
8839,23,8,23,0.020199064088500585
8840,13,8,13,0.028718667497626527
8840,22,8,22,0.017666833491895708
8840,23,8,23,0.029267985406145947
8841,22,8,22,0.005885502010746735
8853,9,8,9,0.4032782092520346
8853,12,5,12,0.18546244827544722
8853,15,4,15,0.344380466449854
8853,16,24,16,0.03461789801426107
8854,9,8,9,0.6022032475712179
8854,9,14,9,0.2950237028874554
8854,12,2,12,0.10806936633070317
8854,12,3,12,0.04096784257307536
8854,12,5,12,0.29698861569210067
8854,15,4,15,0.4793972191159127
8854,15,5,15,0.20243812312002518
8854,16,7,16,0.11940609945131442
8854,16,24,16,0.018449973966638566
8854,16,25,16,0.21945685260100412
8855,9,8,9,0.41216322455830867
8855,9,10,9,0.05348720175252292
8855,9,14,9,0.3436374994925066
8855,9,20,9,0.008899504803641989
8855,9,21,9,0.02403987390851404
8855,12,2,12,0.1064292564453182
8855,12,3,12,0.04034609594987984
8855,12,5,12,0.12409974761185581
8855,15,4,15,0.24566664017297613
8855,15,5,15,0.39441340867251107
8855,16,7,16,0.33527376982290313
8856,9,8,9,0.39509251098819775
8856,9,10,9,0.022193152481974288
8856,9,14,9,0.3326198057760887
8856,16,5,16,0.2871365624713995
8857,9,8,9,0.38108308407678504
8857,9,14,9,0.19379483318077906
8857,15,2,15,0.055822082745432745
8857,15,3,15,0.02116150372361671
8857,15,5,15,0.11516870399984605
8857,16,4,16,0.09479706053674519
8857,16,6,16,0.0063952372821437994
8857,16,7,16,0.10528171428496509
8858,9,8,9,0.35853514272793907
8858,9,14,9,0.04835754086190907
8858,12,7,12,0.2539700575939876
8858,12,25,12,0.04614390611090627
8858,15,24,15,0.1785025851918726
8858,15,25,15,0.06764912465606035
8858,16,20,16,0.03482610722005584
8858,16,24,16,0.16730810468818014
8859,19,24,19,0.03397141382867779
8863,17,8,17,0.02655309974066178
8864,17,8,17,0.05929031907627724
8864,22,8,22,0.020771127739175554
8878,9,8,9,0.2479369052610645
8879,9,8,9,0.35748950143316816
8879,9,14,9,0.17002377304711835
8880,9,8,9,0.3092289921367386
8880,9,14,9,0.1551519353949331
8881,9,8,9,0.2906632652749849
8881,9,14,9,0.23185904516703282
8882,9,8,9,0.29556102004044515
8882,9,14,9,0.15472869499021602
8882,16,2,16,0.043303170240676425
8882,16,3,16,0.016415729281750224
8882,16,5,16,0.2641478948476981
8883,9,8,9,0.3017256240958288
8883,12,24,12,0.14350093421988222
8883,12,25,12,0.08043692219967152
8883,15,24,15,0.1812817472223247
8883,16,20,16,0.1669029012220542
8883,16,24,16,0.11278756587020773
8884,16,8,16,0.013977726965073557
8884,19,24,19,0.06070331774982325
8902,9,8,9,0.38661815236630037
8902,15,2,15,0.10662493116049428
8902,15,3,15,0.004316871287498358
8902,15,5,15,0.22116307226879908
8902,16,7,16,0.026703914994712363
8903,9,8,9,0.4802071376184845
8903,9,14,9,0.18815607117010202
8903,16,2,16,0.06392301595372256
8903,16,3,16,0.0229349326064181
8903,16,5,16,0.13854201484259532
8904,9,8,9,0.47082494857096446
8904,9,14,9,0.09621271484235017
8904,16,5,16,0.175598647249668
8905,9,8,9,0.43795254885765855
8905,9,14,9,0.3824258239144189
8905,16,4,16,0.25920336961218804
8905,16,5,16,0.07762637262045224
8906,9,8,9,0.42135390676549367
8906,9,14,9,0.367528403887591
8906,12,2,12,0.028354010862840374
8906,12,3,12,0.02268849185112647
8906,15,2,15,0.03149612483754432
8906,15,4,15,0.08619149364680655
8906,15,5,15,0.42258050334067043
8906,16,7,16,0.30801525608202773
8906,16,25,16,0.02163622079810237
8907,9,8,9,0.3381915775419897
8907,12,24,12,0.2550353361727105
8907,15,20,15,0.007998951051772797
8907,15,24,15,0.19157600871614477
8907,16,20,16,0.3092966400812891
8908,19,24,19,0.03715955440052019
8912,17,8,17,0.000527622535430261
8926,9,8,9,0.4200738192051716
8926,12,5,12,0.1936607143334399
8926,15,4,15,0.1800939667474637
8926,15,6,15,0.0138331692065644
8926,15,7,15,0.16437079519050368
8926,16,24,16,0.03747248756116228
8927,9,8,9,0.5504460535643693
8927,9,14,9,0.2321346083194804
8927,12,2,12,0.12008379384251465
8927,12,3,12,0.04552237260893512
8927,12,5,12,0.026704299383534115
8927,15,4,15,0.011505673720709453
8927,15,5,15,0.5894451674913732
8927,16,7,16,0.29092362935846694
8928,9,8,9,0.5257881568839411
8928,9,14,9,0.23116558624112216
8928,15,2,15,0.07094097855656512
8928,15,3,15,0.026892901662731224
8928,15,5,15,0.20137168506966088
8928,16,4,16,0.0891311983604055
8928,16,6,16,0.008127328264795465
8928,16,7,16,0.1913207822008056
8929,9,8,9,0.4864226691671892
8929,9,14,9,0.3070652873483377
8929,12,2,12,0.06852955452117689
8929,12,3,12,0.02597875879678338
8929,12,5,12,0.03582517312315954
8929,15,4,15,0.15443572501425398
8929,15,5,15,0.4480376169003007
8929,16,7,16,0.2682022393080352
8929,16,25,16,0.06161413997776713
8930,9,8,9,0.4614604992075873
8930,9,14,9,0.22040640958334912
8930,12,4,12,0.2998939895252453
8930,12,5,12,0.18580306554010764
8930,15,4,15,0.07010379933039784
8930,15,6,15,0.007561349928361424
8930,15,7,15,0.35028434655082186
8930,16,24,16,0.28699004799109673
8931,9,8,9,0.2998716960413876
8931,12,20,12,0.15658233466680196
8931,12,24,12,0.07598083866042527
8931,15,20,15,0.17119991313168115
8931,16,10,16,0.03191602694846179
8931,16,11,16,0.041327165025502044
8931,16,20,16,0.17324057261466663
8931,16,21,16,0.014344688792129023
8932,19,10,19,0.03160992603119516
8932,19,11,19,9.164771796337235e-05
8932,19,21,19,0.0026841719815095533
8950,9,8,9,0.5909234402350186
8950,9,14,9,0.09147195654423612
8950,12,4,12,0.18155599518987212
8950,12,5,12,0.1824896399613012
8950,15,4,15,0.18258786320032172
8950,15,6,15,0.01405326736418672
8950,15,7,15,0.341060139830643
8950,16,24,16,0.20821152454933234
8951,9,8,9,0.5662904808381769
8951,9,14,9,0.33953051879564367
8951,12,2,12,0.10464493692096877
8951,12,5,12,0.40807241091843294
8951,15,4,15,0.35516340561189197
8951,15,5,15,0.33215609593345974
8951,16,7,16,0.36421367485576717
8952,9,8,9,0.5354947927239074
8952,9,14,9,0.27096560151111326
8952,15,2,15,0.07401983125680837
8952,15,3,15,0.02806005898965839
8952,15,5,15,0.4466965927037566
8952,16,7,16,0.31479901506789076
8953,9,8,9,0.49822168336568096
8953,9,14,9,0.4321306913808294
8953,12,2,12,0.07124480802340216
8953,12,3,12,0.02700807988750541
8953,12,5,12,0.21342947667630643
8953,15,4,15,0.30473323922317985
8953,15,5,15,0.28960475177816924
8953,16,7,16,0.2889909452170425
8953,16,24,16,0.028080172642767565
8953,16,25,16,0.14467708902015228
8953,17,10,17,0.00024290098633006352
8953,17,14,17,0.027248810566631223
8954,9,8,9,0.46238035984031634
8954,9,14,9,0.19265498860177
8954,12,4,12,0.3756141508197942
8954,12,5,12,0.028152091574411477
8954,12,6,12,0.0076761270416697
8954,12,7,12,0.05675032692867759
8954,15,7,15,0.38461304085356857
8954,15,25,15,0.025054816557245774
8954,16,24,16,0.41446963235963175
8954,17,14,17,0.0009403098131146592
8955,9,8,9,0.15871373899276708
8955,12,11,12,0.13933111307406673
8955,15,11,15,0.07604754033522419
8955,16,11,16,0.08538674169459433
8955,16,14,16,0.12590093094871957
8955,17,8,17,0.005651922814045918
8955,18,5,18,0.02915056987464544
8955,19,2,19,0.023851458388406768
8955,19,5,19,0.29266306715900026
8956,17,8,17,0.09950878063635038
8956,22,14,22,0.05131848194086075
8957,17,8,17,0.07811071109179091
8957,22,8,22,0.11561842733514822
8958,17,8,17,0.08507456306688599
8958,22,8,22,0.12104597488864605
8959,22,8,22,0.014298233221076307
8960,22,8,22,0.024249519197671845
8961,22,8,22,0.021048041553563615
8973,9,8,9,0.6596324371946718
8973,12,7,12,0.3458240837640698
8973,15,7,15,0.18981643051609076
8973,15,24,15,0.07528111761010532
8973,15,25,15,0.26011734662386593
8973,16,24,16,0.18315682771381248
8974,9,8,9,0.6657495644068958
8974,9,14,9,0.3888900062255489
8974,12,4,12,0.3407483427708087
8974,12,6,12,0.01443558601576036
8974,12,7,12,0.24899892264569898
8974,15,7,15,0.5810210633758489
8974,15,25,15,0.21062138451480894
8974,16,24,16,0.44559416691008735
8975,9,8,9,0.5487433644692504
8975,9,14,9,0.4138119646248546
8975,12,4,12,0.39140900362913467
8975,12,6,12,0.01446615520431904
8975,12,7,12,0.14384321388144078
8975,15,7,15,0.6748807771474112
8975,15,25,15,0.053218973152755346
8975,16,24,16,0.4015893075144099
8976,9,8,9,0.5197149102197817
8976,9,14,9,0.37539020616863716
8976,12,4,12,0.05875186905601169
8976,12,5,12,0.4528992309573585
8976,15,4,15,0.5218341721006986
8976,15,6,15,0.00891992618574439
8976,15,7,15,0.07354488870937406
8976,16,7,16,0.05148649442592479
8976,16,24,16,0.1652045596767211
8976,16,25,16,0.15810921241874945
8977,9,8,9,0.4825045007049991
8977,9,14,9,0.15372651374091462
8977,12,7,12,0.3298900485555877
8977,12,25,12,0.12807865623828954
8977,15,24,15,0.37163493958544214
8977,15,25,15,0.023388186208068353
8977,16,20,16,0.2331391004012418
8977,16,24,16,0.20736999442971715
8977,17,14,17,0.06123803175304943
8978,9,8,9,0.18657790610675404
8978,12,11,12,0.15965727660754664
8978,15,11,15,0.09310653491893746
8978,16,11,16,0.2042721384697165
8978,16,14,16,0.031788965843329464
8978,17,8,17,0.17998599207302224
8978,18,5,18,0.04408275318303687
8978,19,2,19,0.06963031373709479
8978,19,3,19,0.026396043840637415
8978,19,5,19,0.16145440302675906
8978,22,24,22,0.14881182756655065
8979,17,8,17,0.1915749814133423
8979,22,11,22,0.06512176124033786
8979,22,14,22,0.15693254864131437
8980,17,8,17,0.05558621760838949
8980,22,8,22,0.09338755978908866
8981,17,8,17,0.059100544936640104
8981,22,8,22,0.09499018741241323
8982,17,8,17,0.052740235186341924
8982,22,8,22,0.08574665457388485
8996,9,8,9,0.27417073015678817
8996,12,4,12,0.11106656556618599
8997,9,8,9,0.6014748688028995
8997,9,14,9,0.3111538118375563
8997,12,2,12,0.07375570044795499
8997,12,5,12,0.4534227108690203
8997,15,4,15,0.5397381484110612
8997,15,5,15,0.23754788258215997
8997,16,7,16,0.09038009698551797
8997,16,24,16,0.1094475635882116
8997,16,25,16,0.19872924823860352
8998,9,8,9,0.5498952524781662
8998,9,10,9,0.04710592737328992
8998,9,14,9,0.5427676863364691
8998,9,21,9,0.012613010019775217
8998,12,2,12,0.09373174629143753
8998,12,3,12,0.03553261721195168
8998,12,5,12,0.36994855011877203
8998,15,4,15,0.5108932981840427
8998,15,5,15,0.2918579447757928
8998,16,7,16,0.27859445750360834
8998,16,24,16,0.09352358460650141
8998,16,25,16,0.19034139579358886
8998,17,20,17,0.1582165181603017
8999,9,8,9,0.34442441166003307
8999,9,10,9,0.04586328638321796
8999,9,14,9,0.5284496288702941
8999,9,20,9,0.18050966857833928
8999,9,21,9,0.02061329786486024
8999,12,2,12,0.09125912943603065
8999,12,3,12,0.034595276858110244
8999,12,5,12,0.42422753825467585
8999,15,4,15,0.5095252957228137
8999,15,5,15,0.22012068920074368
8999,16,7,16,0.3220885344171567
8999,16,24,16,0.050295343053083474
8999,16,25,16,0.1853202438131537
8999,17,20,17,0.19224666089838216
9000,9,8,9,0.3272940809124359
9000,9,10,9,0.02612049240857786
9000,9,14,9,0.30096762809115163
9000,9,20,9,0.20968649092577674
9000,9,21,9,0.011739880258381453
9000,12,2,12,0.0909318190033725
9000,12,3,12,0.03447119727170244
9000,12,5,12,0.2841152749911204
9000,15,4,15,0.20745749437563057
9000,15,5,15,0.3579219300119231
9000,16,4,16,0.13533983466599864
9000,16,6,16,0.010417571871610201
9000,16,7,16,0.368941485298227
9000,17,20,17,0.17313667373741204
9001,9,8,9,0.32282121997871427
9001,9,14,9,0.10867067808331808
9001,12,4,12,0.11053560971865589
9001,12,6,12,0.005870670006477195
9001,12,7,12,0.1960696909976677
9001,13,4,13,0.01598989014465335
9001,15,7,15,0.1414831753281863
9001,15,24,15,0.020674405068097812
9001,15,25,15,0.10405994307194177
9001,16,24,16,0.3768195462053303
9001,17,10,17,0.025752885232234252
9001,17,14,17,0.18806127718042973
9001,17,20,17,0.06571876767208096
9001,17,21,17,0.011574658861905122
9002,13,8,13,0.013654268532101277
9002,16,8,16,0.008488109360449636
9002,17,8,17,0.23939613898838755
9002,19,24,19,0.0547892296519446
9002,22,20,22,0.2865593356413392
9002,23,20,23,0.03146573498348104
9003,13,8,13,0.012108000520088424
9003,17,8,17,0.02682526603534088
9003,22,8,22,0.056005156053959906
9003,23,8,23,0.013089385767049322
9004,13,8,13,0.011309636033699277
9004,23,8,23,0.012311787889201398
9005,13,8,13,0.010859091741154181
9005,23,8,23,0.011872962901703588
9006,13,8,13,0.01095640930834385
9006,23,8,23,0.011967749099002667
9019,17,8,17,0.21206085644867123
9019,22,24,22,0.17286796037557473
9020,16,14,16,0.01146438482742358
9020,17,8,17,0.30451886829277264
9020,22,24,22,0.27044091161068984
9021,9,8,9,0.32088376864517454
9021,16,10,16,0.04435423746865572
9021,16,11,16,0.1445809572869683
9021,16,20,16,0.22614121689297823
9021,16,21,16,0.01993505438905256
9021,17,8,17,0.23044416068958207
9021,17,14,17,0.10286060645497042
9021,19,1,19,0.005491174129427546
9021,19,2,19,0.08825641198860133
9021,19,3,19,0.02189432836767955
9021,22,7,22,0.011677758982310493
9021,22,24,22,0.10949704881958305
9021,22,25,22,0.17922261464554612
9022,9,8,9,0.4016050615610423
9022,9,14,9,0.07411417653161045
9022,12,20,12,0.020223046972715375
9022,13,20,13,0.008211876222905978
9022,16,20,16,0.40104696344605595
9022,17,14,17,0.3418409945613865
9022,22,7,22,0.2870335088306035
9022,22,25,22,0.023954615229797006
9022,23,4,23,0.010137220907115996
9023,9,8,9,0.29470439401042814
9023,12,20,12,0.219312488226042
9023,13,20,13,0.006736294950281163
9023,16,10,16,0.04102503239885136
9023,16,11,16,0.019393013295623797
9023,16,20,16,0.19607038319623293
9023,16,21,16,0.018438739991003
9023,17,8,17,0.01106736063033642
9023,17,11,17,0.027625870609990777
9023,17,14,17,0.28343985356996904
9023,19,5,19,0.3798747409428298
9023,22,24,22,0.1273639311367286
9023,22,25,22,0.16555198119999837
9023,23,7,23,0.008635205037909266
9024,13,8,13,0.003301345263920119
9024,17,8,17,0.1837456549685305
9024,19,20,19,0.025189608418502596
9024,22,11,22,0.2225278345907742
9024,23,11,23,0.00528960333322015
9025,23,8,23,0.0008896442665431437
9045,22,8,22,0.1260186209590482
9046,13,8,13,0.010871475782918694
9046,22,8,22,0.1688239461001875
9046,23,8,23,0.013375806334826379
9047,13,8,13,0.005874038490012445
9047,22,8,22,0.0008087056442654062
9047,23,8,23,0.008508359573492719
9048,13,8,13,0.0016447305013542746
9048,23,8,23,0.004324245380693981
9067,22,11,22,0.02631585259811056
9067,22,14,22,0.17908743847033304
9068,17,8,17,0.23606880064125538
9068,22,10,22,0.06254328321254392
9068,22,11,22,0.3501695391285054
9068,22,21,22,0.021811627795546684
9069,13,14,13,0.019597824612509918
9069,17,8,17,0.745182565860365
9069,17,14,17,0.10418791226617907
9069,22,20,22,0.42960534503079373
9069,23,24,23,0.021551087341939557
9070,13,8,13,0.028037030584127542
9070,17,8,17,0.5914128128033536
9070,22,10,22,0.059453666477516
9070,22,11,22,0.12585114693140645
9070,22,20,22,0.2157178197291536
9070,22,21,22,0.02672150717719904
9070,23,20,23,0.02925224472656751
9071,13,8,13,0.024456506376733245
9071,17,8,17,0.4317936948956209
9071,22,11,22,0.394832361313199
9071,23,10,23,0.0033655631091011884
9071,23,11,23,0.022334475406665534
9072,13,8,13,0.01990280649744225
9072,17,8,17,0.12784381530797714
9072,22,14,22,0.17125989405439568
9072,23,14,23,0.02119997033196963
9073,13,8,13,0.02814998317135231
9073,23,8,23,0.028584460201623862
9074,13,8,13,0.010037766193774923
9074,23,8,23,0.007858098461015893
9091,13,8,13,0.024941888723427397
9091,23,8,23,0.026367245132751016
9092,13,8,13,0.027915882883974064
9092,23,8,23,0.02919906484007928
9093,13,8,13,0.02787263063189016
9093,23,8,23,0.02915693764127969
9094,13,8,13,0.03620731032763658
9094,23,8,23,0.03675628762880834
9095,13,8,13,0.03152164968517113
9095,23,8,23,0.032192507758822764
9096,13,8,13,0.019289671280508125
9096,23,8,23,0.016480448663394986
9118,22,14,22,0.0006551048279913375
9119,17,8,17,0.03399093078017384
9119,22,11,22,0.09085030071122145
9119,22,14,22,0.49643835181563534
9120,17,8,17,0.18238316149678957
9120,22,14,22,0.23052320877691931
9121,13,8,13,0.019371967891742337
9121,23,8,23,0.020553306426397633
9122,13,8,13,0.011950718802470185
9122,23,8,23,0.009643512515755504
9123,13,8,13,0.009103756223920822
9123,23,8,23,0.00702616333911314
9124,13,8,13,0.004594543366864635
9124,23,8,23,0.0028935079448350973
9125,13,8,13,0.006159554021447956
9125,23,8,23,0.004417810421410137
9126,13,8,13,0.002063078707995761
9126,23,8,23,0.0007390099438002828
9140,9,8,9,0.6979886704836282
9140,9,14,9,0.17257822845336365
9140,12,20,12,0.025717899354845742
9140,17,14,17,0.3482369179698326
9140,22,7,22,0.305651940341491
9141,9,8,9,0.6814757244806565
9141,9,14,9,0.28204090254985736
9141,12,20,12,0.13644876270253833
9141,12,24,12,0.5333066024193072
9141,13,24,13,0.001512964596344979
9141,17,11,17,0.059597148543493184
9141,17,14,17,0.34966355224916923
9141,22,4,22,0.10287007365692702
9141,22,5,22,0.26826546035157506
9142,9,8,9,0.6534503881283716
9142,9,14,9,0.2766980389313134
9142,12,20,12,0.11492185013026202
9142,12,24,12,0.5314265736433044
9142,13,24,13,0.0162343653250403
9142,17,10,17,0.01895561262672274
9142,17,11,17,0.07192243197188085
9142,17,14,17,0.32902789721325754
9142,22,4,22,0.07076841401080039
9142,22,5,22,0.3121163101420006
9143,9,8,9,0.3737215273318637
9143,9,14,9,0.3364150404938296
9143,12,20,12,0.32187555518763244
9143,12,24,12,0.17828106603766056
9143,13,24,13,0.012799013808927562
9143,16,20,16,0.0310188469526965
9143,17,11,17,0.14680283496173807
9143,17,14,17,0.2553842670937136
9143,22,4,22,0.28092969175749793
9143,22,6,22,0.0117084068071472
9143,22,7,22,0.0736974153652179
9143,23,5,23,0.03740014675020564
9144,9,8,9,0.1326992995829894
9144,12,11,12,0.11831914891636997
9144,13,11,13,0.009921338697903792
9144,16,11,16,0.133825778799898
9144,16,14,16,0.04826931194770872
9144,17,8,17,0.22049105746953954
9144,17,14,17,0.15130262616809453
9144,19,7,19,0.27426461877258274
9144,22,20,22,0.12383776960313382
9144,22,24,22,0.21454095782343607
9144,23,24,23,0.011931850979984837
9145,13,8,13,0.01670114132553646
9145,17,8,17,0.004842706102775729
9145,22,8,22,0.03402201938308607
9145,23,8,23,0.017951951900506025
9146,13,8,13,0.012617407857911545
9146,23,8,23,0.013974442213818605
9162,17,8,17,0.052028881720654854
9162,22,14,22,0.08150492131983889
9163,13,14,13,0.00040763330310866763
9163,17,8,17,0.45710409820650444
9163,22,20,22,0.3403344146714655
9163,23,20,23,0.003248960035321602
9164,13,14,13,0.012194882627166947
9164,17,8,17,0.40604529843712633
9164,22,10,22,0.04272427881368908
9164,22,20,22,0.303209297680489
9164,22,21,22,0.023812453406554843
9164,23,20,23,0.014275889937200859
9165,13,8,13,0.014326858219487981
9165,17,8,17,0.42229331482882326
9165,22,10,22,0.01371069977377637
9165,22,11,22,0.37106547403992596
9165,23,20,23,0.016352409778044752
9166,13,8,13,0.022076828852594765
9166,17,8,17,0.40273195202055634
9166,22,11,22,0.2905216980918546
9166,22,14,22,0.10287337433178144
9166,23,11,23,0.023511893002098105
9167,13,8,13,0.018592818552887636
9167,17,8,17,0.20944236850936143
9167,22,14,22,0.25511042047370686
9167,23,14,23,0.02018332340892126
9168,13,8,13,0.016126441666415303
9168,23,8,23,0.01765146735705514
9187,22,14,22,0.21912024131353453
9188,13,8,13,0.03193734381014579
9188,17,8,17,0.37971535619379027
9188,22,11,22,0.3733615610747023
9188,22,14,22,0.17547734644179622
9188,23,11,23,0.03298628860819264
9189,13,8,13,0.032225692157374475
9189,17,8,17,0.5313874858502211
9189,22,11,22,0.40756878634990557
9189,22,14,22,0.04203529973828282
9189,23,11,23,0.03326713660019198
9190,13,8,13,0.039103810869864475
9190,17,8,17,0.43404802579434343
9190,22,11,22,0.19839278791204507
9190,22,14,22,0.24601419656776866
9190,23,11,23,0.039512629438286595
9191,13,8,13,0.03159153276505666
9191,17,8,17,0.29971802565063993
9191,22,14,22,0.3601105239585439
9191,23,14,23,0.0323253896670348
9192,13,8,13,0.029293160185162037
9192,17,8,17,0.034372160233707795
9192,22,8,22,0.06989648025071207
9192,23,8,23,0.029892351300356168
9193,13,8,13,0.02325726701248243
9193,23,8,23,0.02407827697798748
9211,22,14,22,0.02079617325070924
9212,13,8,13,0.004293516998345126
9212,22,14,22,0.5828032169282061
9212,23,14,23,0.007552299008704466
9213,13,8,13,0.014354682423123322
9213,17,8,17,0.3353233729679165
9213,22,11,22,0.07200401766636776
9213,22,14,22,0.3671708997778728
9213,22,15,22,0.054493571814847735
9213,23,11,23,0.016833226348327734
9214,13,8,13,0.037502673883243354
9214,17,8,17,0.2889834162047626
9214,22,14,22,0.34808847753677336
9214,23,14,23,0.03808277350301559
9215,13,8,13,0.034913748949199075
9215,17,8,17,0.08865182911734887
9215,22,8,22,0.12872939534452016
9215,23,8,23,0.035431557054550034
9216,13,8,13,0.03231621495905479
9216,23,8,23,0.03270713889617305
9217,13,8,13,0.008159254654846603
9217,23,8,23,0.006132156249380899
9236,13,8,13,0.024088253432679174
9236,23,14,23,0.025730263886889482
9237,13,8,13,0.02693829919823454
9237,22,14,22,0.5152500702972745
9237,23,14,23,0.028376542687506223
9238,13,8,13,0.038687507943553356
9238,22,8,22,0.03672602106784435
9238,22,9,22,0.0051004559491007245
9238,22,14,22,0.398813720372376
9238,23,14,23,0.03910715514983831
9239,13,8,13,0.033855870950303846
9239,17,8,17,0.14484075382776315
9239,22,8,22,0.10343192498201459
9239,22,9,22,0.1437984047739543
9239,23,9,23,0.034401195983903676
9240,13,8,13,0.029139975125697326
9240,23,8,23,0.029743150804606877
9241,13,8,13,0.0031841984851157137
9241,23,8,23,0.0015717014320891232
9259,13,8,13,0.020683538928460088
9259,23,8,23,0.02247892749151248
9260,13,8,13,0.02675087277253585
9260,23,9,23,0.013775044344797394
9260,23,14,23,0.014418947147910366
9261,13,8,13,0.028065061759347643
9261,22,8,22,0.007937354402256692
9261,22,9,22,0.046965545402182056
9261,22,14,22,0.36482302687236007
9261,23,14,23,0.029409179946091157
9262,13,8,13,0.03628440211620276
9262,22,8,22,0.12455698557743995
9262,22,9,22,0.13969524211754347
9262,22,14,22,0.1050031863849052
9262,23,14,23,0.03689619073681971
9263,13,8,13,0.031350041024253095
9263,22,8,22,0.18245070403428498
9263,23,8,23,0.0320901794737356
9264,13,8,13,0.02676209977872901
9264,23,8,23,0.02755676059088774
9286,13,8,13,0.0072302742396548325
9286,23,8,23,0.009958950856161941
9287,13,8,13,0.0230399951209721
9287,22,8,22,0.02233877279636598
9287,23,8,23,0.024320372755071595
9288,13,8,13,0.018350730124167214
9288,22,8,22,0.04607656695637655
9288,23,8,23,0.019753082285186352
9289,13,8,13,0.015757799006030915
9289,23,8,23,0.017162780446982495
9290,13,8,13,0.0069540365066971315
9290,23,8,23,0.005061994099063799
9291,13,8,13,0.0060951578390229695
9291,23,8,23,0.004277309371016061
9308,13,8,13,0.007515627033879646
9308,22,11,22,0.22413373642837958
9308,22,14,22,0.12113081245356715
9308,23,11,23,0.009847981687340024
9309,13,8,13,0.016749191307794398
9309,22,10,22,0.05254315219459772
9309,22,11,22,0.3807892626514635
9309,22,14,22,0.047613621930815066
9309,22,20,22,0.11732028103992675
9309,22,21,22,0.023615569933127283
9309,23,20,23,0.0183876515600776
9310,13,14,13,0.027964151951238136
9310,17,8,17,0.6253361530089108
9310,17,14,17,0.032203218001670385
9310,22,20,22,0.3735434334048513
9310,23,24,23,0.028727545657534215
9311,13,14,13,0.02783519885448804
9311,17,8,17,0.5404321684017919
9311,17,14,17,0.017524938851953564
9311,22,10,22,0.04899045054384513
9311,22,11,22,0.08992031625995632
9311,22,20,22,0.1963656390193247
9311,22,21,22,0.022018804783328922
9311,23,20,23,0.02847231364081093
9312,13,8,13,0.024135329124110427
9312,17,8,17,0.16293843194708302
9312,22,14,22,0.20372398849769224
9312,23,14,23,0.02486868284347299
9313,13,8,13,0.026397268444270594
9313,23,8,23,0.02674770292995632
9331,17,8,17,0.2097704848754418
9331,22,24,22,0.1658361133528352
9332,9,8,9,0.05839623092870188
9332,13,11,13,0.026791336443203306
9332,17,8,17,0.3903512693129283
9332,22,24,22,0.25075315949835597
9332,22,25,22,0.10685252048998883
9332,23,4,23,0.027520420179926397
9333,9,8,9,0.6036226291261335
9333,9,14,9,0.17420964882587908
9333,12,20,12,0.019917714703918676
9333,13,20,13,0.03241353252624446
9333,17,11,17,0.02248392099421892
9333,17,14,17,0.3853276760393188
9333,22,7,22,0.37423273244092314
9333,23,5,23,0.03280192509347213
9334,9,8,9,0.5765529545209923
9334,9,14,9,0.14260429651921022
9334,12,20,12,0.35970328904113497
9334,12,24,12,0.14345061755403413
9334,13,24,13,0.04140920941369508
9334,17,11,17,0.025291829793795628
9334,17,14,17,0.3918403751174968
9334,22,4,22,0.3839641338737483
9334,23,2,23,0.01491929572673456
9334,23,5,23,0.026190599646075532
9335,9,8,9,0.40008310997641017
